ACCE_ABSORB_COST	Custos da combinação: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STAGE_REMAIN_TIME	A tua personagem será transportada para o exterior dentro de %d minutos. Podes falar com o Dolnarr Guarda Dragão para sair imediatamente da masmorra.
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	Podes recolher a tua recompensa do Tesouro de Balathor. A tua personagem será transportada para o exterior dentro de 5 minutos.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	Apareceu um Ovo de Dragão Ardente.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	Não tens Poder do Deus Dragão suficiente.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	Destrói os ovos para infligires dano!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	O Ovo do Dragão Balathor reapareceu na localização original.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	Não é possível carregar a Hwacha antes de estar reparada.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	A Hwacha está totalmente reparada.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor viu um Ovo de Dragão ser destruído. Evita o seu sopro gelado!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Em falta
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Oportunidades: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Se forem destruídos %d Ovos de Dragão Ardente, a tentativa de concluir a masmorra falha.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Se o selo falhar a 100%%, Balathor vai focar o seu olhar mortífero para ti. (Enfraquecimento atual do selo: %d%%)
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Hwacha
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	Quando tiverem sido carregadas 8 flechas, é possível destruir a armadura de escamas do Balathor. Podes adquirir Flechas de Fogo nos Cristais de Gelo Antigos. Atualmente carregadas: %d
GUILD_WITHDRAW	Retirar
GUILD_YOU_DO_NOT_JOIN	Não és membro de uma Guild.
HACK_USER_MESSAGE	Esta funcionalidade encontra-se indisponível porque foi detetado software de hacking.
HORSE_HEALTH0	Morto
HORSE_HEALTH1	Fome
HORSE_HEALTH2	Esfomeado
HORSE_HEALTH3	Cheio
HORSE_LEVEL1	Cavalo Normal
HORSE_LEVEL2	Cavalo Armado
HORSE_LEVEL3	Cavalo Militar
HORSE_LEVEL4	Cavalo de Guerra Poderoso
HOUR	hr
HOW_MANY_ITEM_DO_YOU_DROP1	Queres largar %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Queres largar %s %d?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Transferiste %d Bolas de Gelado para o novo menu de eventos.
ICECREAM_EVENT_GET_SCOOP	Recebeste uma Bola de Gelado.
ICECREAM_EVENT_SCOOP_MAX_COUNT	Não podes receber mais Bolas de Gelado.
INPUT_MATRIX_CARD_NUMBER	Introduz o número do Cartão Matriz.
INPUT_MATRIX_CARD_TITLE	Cartão Matriz
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Introduz aqui o código de apagar personagem da tua conta.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Apagar Personagem
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Pergaminho do Retorno não pode ser combinado.
INVENTORY_REALLY_USE_ITEM	Usar item neste item?
INVENTORY_REALLY_USE_ITEM2	Queres mesmo usar este item?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Queres mesmo colocar o teu pet na Caixa de Transporte?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Queres abrir a Caixa de Transporte?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Queres usar %s para alimentares %s?
IS_NOT_PET_CHANGE_ITEM	Isso não é um item de Feitiço para Pets.
IS_NOT_PET_ITEM	Isso não é um pet.
ITEM_CANNOT_REFINE	Este item não pode ser melhorado.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Após a utilização, podes enchê-lo com até 9.999 Gaya. | Desaparecem após 30 dias.\nO Saco de Gaya é negociável.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Saco de Gaya (%d Gaya, negociável). \nSe abrires o Saco de Gaya, receberás %d Gaya.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	Como recompensa por apoiares a equipa vencedora, recebes um Saco Desportivo de Gaya.\nNão é negociável.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Saco Desportivo de Gaya (%d Gaya, não negociável). \nSe abrires o Saco Desportivo, receberás %d Gaya.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Nenhum
JOB_ASSASSIN1	Ninja Furtivo
JOB_ASSASSIN2	Ninja de Arco
JOB_SHAMAN	Xamã
JOB_SHAMAN0	Nenhum
JOB_SHAMAN1	Xamã Dragão
JOB_SHAMAN2	Xamã de Energia
JOB_SURA	Sura
JOB_SURA0	Nenhum
JOB_SURA1	Sura de Armas
JOB_SURA2	Sura de Magia
JOB_WARRIOR	Guerreiro
JOB_WARRIOR0	Nenhum
JOB_WARRIOR1	Guerreiro Corpo
JOB_WARRIOR2	Guerreiro Mental
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Lycan Amador
JOB_WOLFMAN1	Instinto
JOB_WOLFMAN2	N.D.
KEYCHANGE_DONT_SAVE_EXIT	Sair sem gravar?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT] e [SHIFT] não são permitidos aqui!
KEYCHANGE_SAVE_EXIT	Gravar e sair?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	BAIXO
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	\
KEY_GRAVE_LALT	ALT + \
KEY_GRAVE_LCONTROL	CTRL + \
KEY_GRAVE_LSHIFT	SHIFT + \
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	ESQUERDA
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	DIREITA
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	ESPAÇO
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	CIMA
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Nome do Líder
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Abandonaste a Guild.
LEFT_SEAT	[INATIVO]
LEFT_SEAT_IMPOSSIBLE_ACTION	O jogador está assinalado como Inativo.
LEFT_SEAT_LOGOUT	A tua sessão foi terminada porque o teu tempo de inatividade expirou.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Após a tua personagem ser assinalada como inativa, ela permanece nesse estado até a sessão ser terminada quando a duração escolhida expirar.
LEFT_SEAT_RELEASE_ASK	A tua personagem está assinalada como inativa. Queres torná-la ativa novamente?
LEFT_SEAT_STATE_OFF	A tua personagem está novamente ativa.
LEFT_SEAT_STATE_ON	A tua personagem está assinalada como inativa.
LEFT_SEAT_WAIT_TIME_TOOLTIP	Se a tua personagem ficar inativa durante o período escolhido, a mensagem [INATIVO] aparece por cima do nome.
LEFT_TIME	Tempo Restante
LEFT_TIME_LESS_THAN_1_MIN	Menos de 1 minuto
LIMIT_LEVEL_GUILD	Nível da Guild: %d
LOGIN_CONNECT_FAILURE	Ocorreu um erro enquanto te ligavas ao Servidor.
LOGIN_CONNECT_SUCCESS	Estás ligado ao Servidor.
LOGIN_CONNETING	Por favor, aguarda. Estás a ser ligado ao servidor.
LOGIN_FAILURE_ALREAY	A tua conta já está ligada.
LOGIN_FAILURE_BACKEND_ERR	Ocorreu um erro. Por favor contacta o Suporte.
LOGIN_FAILURE_BE_SAME_KEY	Problema de registo.
LOGIN_FAILURE_BLOCK_ID	Esta conta foi bloqueada.
LOGIN_FAILURE_BLOCK_LOGIN	Servidor fechado: Por favor escolhe um dos outros Servidores!
LOGIN_FAILURE_COUNTRY_ERR	O código de país não está correcto.\nPor favor contacta o Suporte.
LOGIN_FAILURE_INTEGRTING	A tua conta está a ser transferida. \nTenta novamente dentro de alguns minutos.
LOGIN_FAILURE_IOVATION_ERR	Ativa a autenticação de dois fatores para acederes a este servidor.
LOGIN_FAILURE_NOBILL	A conta não tem tempo de jogo.
LOGIN_FAILURE_NOT_AVAIL	A conta não está disponível.
LOGIN_FAILURE_NOT_EXIST_ID	O nome da conta ou a palavra-passe está/ão incorrecta(s).
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Tens de verificar a tua conta através de email.
LOGIN_FAILURE_REPAIR_ID	Foram restaurados itens a esta conta.
LOGIN_FAILURE_SAMELOGIN	Alguém ligou-se à tua conta.
LOGIN_FAILURE_SERVER_CLOSED	Servidor fechado: só poderão entrar contas criadas antes do encerramento. Seleciona outro servidor.
LOGIN_FAILURE_SERVER_GRADE	Infelizmente, esta conta não pode aceder a este servidor exclusivo.
LOGIN_FAILURE_SHUTDOWN	O Servidor ainda não está aberto.
LOGIN_FAILURE_STEAM_SESSION	Fechado para novos registos e contas Metin2 migradas.
LOGIN_FAILURE_TNT_SESSION	Não é possível abrir o cliente. Por favor reinicia o launcher e inicia sessão.
LOGIN_FAILURE_TOO_MANY_USER	Não te podes ligar ao Servidor porque estão muitos jogadores ligados.
LOGIN_FAILURE_UNKNOWN	Não te foi possível registar por razões desconhecidas.
LOGIN_FAILURE_WEB_BLOCK	Foste bloqueado no site, por favor verifica os teus E-mails.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Inseriste um número errado.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Inseriste um número errado três vezes. /n A tua ligação vai ser anulada.
LOGIN_FAILURE_WRONG_PASSWORD	O nome da conta ou a palavra-passe está/ão incorrecta(s).
LOGIN_INPUT_ID	Insere o ID.
LOGIN_INPUT_PASSWORD	Insere a palavra-passe.
LOGIN_PROCESSING	Processo de Login em progresso...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	Não é possível abrir isto aqui.
LOOTING_TICKET_DURATION	Tempo restante: %s
LUCKY_BOX_DIALOG_RECV_TEXT	Queres aceitar o item?
LUCKY_BOX_DIALOG_RETRY_TEXT	Queres tentar a tua sorte novamente?
MAILBOX_FAIL_USE_TIME_LIMIT	A actualizar a Caixa de Mensagens. Por favor tenta de novo mais tarde.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Sem mensagens
MAILBOX_POST_ALL_DELETE_QUESTION1	Apagar todas as mensagens?
MAILBOX_POST_ALL_DELETE_QUESTION2	Mensagens com anexos não serão apagadas.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Não tens quaisquer mensagens com anexos na tua Caixa de Mensagens.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Aceitar anexo? (Menos taxa de 5% no Yang)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Não foi possível apagar a mensagem. Por favor aceita o anexo primeiro.
MAILBOX_POST_DELETE_QUESTION	Queres mesmo apagar esta mensagem?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Não foi possível aceitar os itens. O teu Inventário está cheio.
MAILBOX_POST_GET_ITEMS_QUESTION	Aceitar anexo? (Menos taxa de 5% no Yang)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Não podes aceitar mais Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Não podes aceitar mais Yang.
MAILBOX_POST_GM_ARRIVE	Mensagem de GM
MAILBOX_POST_NOT_CONFIRM_INFO_1	Mensagens não lidas: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Sem anexo: %d / Com anexo: %d
MAILBOX_POST_READ_BLOCK	Tens a certeza que queres bloquear %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	Só podes enviar um item por mensagem.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Separa os itens empilhados no teu inventário antes de anexares um à mensagem.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Destinatário desconhecido. Não foi possível enviar a mensagem.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	A Caixa de Mensagens do destinatário está cheia. Não foi possível enviar a mensagem.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Podes enviar mensagens a partir do nível 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Não tens Yang suficiente para enviares esta mensagem.
MAILBOX_POST_WRITE_NAME_CHECK	Confirma o nome do destinatário clicando em Confirmar Destinatário.
MAILBOX_POST_WRITE_NAME_EMPTY	Introduz o destinatário.
MAILBOX_POST_WRITE_OK	A mensagem foi enviada com sucesso.
MAILBOX_POST_WRITE_QUESTION1	Queres enviar esta mensagem para %s agora?
MAILBOX_POST_WRITE_QUESTION2	Taxa de entrega: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Introduz um destinatário.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Introduz um assunto.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Dinheiro
MAILBOX_POST_WRITE_WRONG_ITEM	Não podes enviar itens vinculados.
MAILBOX_POST_WRITE_WRONG_MESSAGE	A mensagem contém palavras não permitidas.
MAILBOX_POST_WRITE_WRONG_TITLE	O assunto contem palavras não permitidas.
MALL_CANNOT_INSERT	Não podes colocar o Item.
MALL_PASSWORD_DESC1	Introduz a palavra-passe
MALL_PASSWORD_DESC2	para abrires o Armazém de Artigos.
MALL_PASSWORD_TITLE	Palavra-passe
MAP_12ZI_STAGE	Templo do Zodíaco
MAP_A1	Área Yongan
MAP_A2	Vale de Seungryong
MAP_A2_1	
MAP_A3	Área Yayang
MAP_AG	Jungrang
MAP_B1	Área Joan
MAP_B2	Vale Imji
MAP_B3	Área Bokjung
MAP_BATTLEARENA_01	Batalha do Castelo
MAP_BATTLEARENA_02	Batalha do Castelo
MAP_BATTLEARENA_03	Batalha do Castelo
MAP_BATTLE_FIELD	Zona de Combate
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Baía de Nephrite
MAP_BAYBLACKSAND	Baía de Nephrite
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	DT: Floresta Encantada
MAP_BOSS_AWAKEN_FLAME	DT: Forte do Dragão Vermelho
MAP_BOSS_AWAKEN_SKIPIA	DT: Gruta das Almas
MAP_BOSS_AWAKEN_SNOW	DT: Torre de Vigia de Nemere
MAP_BOSS_CRACK_DAWNMIST	FT: Floresta Encantada
MAP_BOSS_CRACK_FLAME	FT: Forte do Dragão Vermelho
MAP_BOSS_CRACK_SKIPIA	FT: Gruta das Almas
MAP_BOSS_CRACK_SNOW	FT: Torre de Vigia de Nemere
MAP_BOSS_LABYRINTH	Planalto das Ilusões
MAP_C1	Área Pyungmoo
MAP_C2	Vale Bangsan
MAP_C3	Área Bakra
MAP_CAPE	Cabo Fogo de Dragão
MAP_CAPEDRAGONHEAD	Cabo Fogo de Dragão
MAP_CG	Imha
MAP_CZ_DUNGEON	Templo do Zodíaco
MAP_DAWN	Falésia de Gautama
MAP_DAWNMISTWOOD	Falésia de Gautama
MAP_DAWNMIST_DUNGEON_01	Floresta Encantada
MAP_DEFENSE_WAVE	Defesa do Navio
MAP_DEFENSE_WAVE_PORT	Porto
MAP_DESERT	Deserto de Yongbi
MAP_DEVILCATACOMB	Catacumbas do Demónio
MAP_DEVILTOWER1	Torre Demoníaca
MAP_DUEL	Arena de Lutas de Treino
MAP_E	Colónia
MAP_EASTPLAIN_01	Planície de Dong Gwang
MAP_EASTPLAIN_02	Terras Baldias de Seo Gwang
MAP_EASTPLAIN_03	Abismo de Nam Gwang
MAP_ELEMENTAL_DUNGEON	Domínio Elemental
MAP_ELEMENTAL_DUNGEON_DARK	Domínio Elemental (Trevas)
MAP_ELEMENTAL_DUNGEON_ELECTRICITY	Domínio Elemental (Raios)
MAP_ELEMENTAL_DUNGEON_FIRE	Domínio Elemental (Fogo)
MAP_EMPIRECASTLE	Fortaleza Abandonada
MAP_EMPIREWAR01	Batalha do Castelo
MAP_EMPIREWAR02	Batalha do Castelo
MAP_EMPIREWAR03	Batalha do Castelo
MAP_FARMING_DUNGEON	Masmorra Misteriosa
MAP_FLAME	Doyyumhwan
MAP_GOLDEN_LAND	Entrada para a Terra do Ouro
MAP_GOLDEN_LAND_STAGE	Terra do Ouro
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_BATTLE	Zona de Batalha de Guilds
MAP_GUILD_BATTLE_AREA	Zona de Batalha de Guilds
MAP_GUILD_BATTLE_BASE	Posto Avançado de Guild
MAP_GUILD_BATTLE_OUTPOST	Posto Avançado de Guild
MAP_GUILD_PVE	Palácio do Rei Dragão
MAP_GUILD_SUMMON	Abrir instância
MAP_HOLYPLACE_DESERT	Guerra dos Reinos - Terra do Deserto
MAP_HOLYPLACE_FLAME	Guerra dos Reinos - Terra do Fogo
MAP_HOLYPLACE_ICE	Guerra dos Reinos - Terra do Gelo
MAP_ICE_CRYSTALS_CAVE	Ravina do Vento do Norte
MAP_INDEX_GREEDY_CAVE	Profundezas da Cobiça
MAP_INDEX_GREEDY_ROOM	Coração da Cobiça
MAP_INDEX_GUILD_RED_DRAGON_PASS	Covil de Meley
MAP_INDEX_GUILD_WHITE_DRAGON	Cripta de Balathor
MAP_INDEX_GUILD_WHITE_DRAGON_PASS	Cripta de Balathor
MAP_MAZE_DUNGEON_01	Cavernas dos Gnoll Nível 1
MAP_MAZE_DUNGEON_02	Cavernas dos Gnoll Nível 2
MAP_MAZE_DUNGEON_03	Cavernas dos Gnoll Nível 3
MAP_MILGYO	Templo Hwang
MAP_MILGYO_A	
MAP_MINIBOSS_01	Masmorra Azul - Nvl 40-80
MAP_MINIBOSS_02	Masmorra Vermelha - Nvl 81+
MAP_MISTS_OF_ISLAND	Ilha da Neblina
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MOONLIGHT_VALLEY	Vale da Sombra Lunar
MAP_MOONLIGHT_VALLEY_BOOS_ROOM	Planalto Sombrio
MAP_MT_THUNDER	Montanhas do Trovão
MAP_MT_TH_DUNGEON_01	Templo dos Ochao
MAP_NUSLUCK	Jotunheim
MAP_NUSLUCK01	Terra dos Gigantes
MAP_N_DESERT_01	Deserto Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Terra do Fogo
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Covil de Meley
MAP_N_FLAME_DUNGEON_01	Forte do Dragão Vermelho
MAP_N_SNOWM_01	Montanha Sohan
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Torre de Vigia de Nemere
MAP_N_THREEWAY	Vale Seungryong
MAP_OTHER_WORLD_01	Salvação
MAP_OTHER_WORLD_02	Outro Mundo
MAP_OTHER_WORLD_03	Sala das Provas
MAP_OTHER_WORLD_04	Condenação
MAP_OXEVENT	Concurso OX
MAP_PATHWAY_DESERT_01	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_DESERT_02	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_DESERT_03	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_FLAME_01	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_FLAME_02	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_FLAME_03	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_ICE_01	Guerra dos Reinos - Terra do Gelo
MAP_PATHWAY_ICE_02	Terra do Jogo
MAP_PATHWAY_ICE_03	Guerra dos Reinos - Terra do Gelo
MAP_PRIVATE_SHOP_MAP	Bazar
MAP_PVP_ARENA	Arena de PvP
MAP_SECRET_DUNGEON	Templo do Enigma
MAP_SKELTOWER	Torre Gumsan
MAP_SKIPIA_DUNGEON_01	Gruta das Almas
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Gruta das Almas
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
