ACCE_ABSORB_COST	Kombinálás ára: %d
GUILD_WHITE_DRAGON_LAIR_NOTICE_REWARD_STATGE	Begyûjtheted a jutalmad Balathor kincsébõl. Ki leszel teleportálva 5 percen belül.
GUILD_WHITE_DRAGON_LAIR_NOTICE_SPAWNEED_BROKEN_EGG	Megjelent egy Lángoló sárkánytojás.
GUILD_WHITE_DRAGON_LAIR_NOT_ENOUGH_GUILD_SP	Nincs elég Sárkányisten-erõd.
GUILD_WHITE_DRAGON_LAIR_PROTECTED_EGGS	Pusztítsd el a tojásokat sebzés beviteléhez!
GUILD_WHITE_DRAGON_LAIR_PUT_EGGS_BACK_IN_ORIGINAL_PLACE	Balathor sárkánytojása újra megjelenik az eredeti helyén.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON	A Tûzkocsi feltöltéséhez elõbb meg kell javítani.
GUILD_WHITE_DRAGON_LAIR_REPAIR_SINGIJEON_SUCCESS	A Tûzkocsi teljesen megjavult.
GUILD_WHITE_DRAGON_LAIR_RUN_AWAY_TO_BREATH	Balathor látta megsemmisülni az egyik Sárkánytojást. Kerüld el jeges leheletét!
GUILD_WHITE_DRAGON_LAIR_UI_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_1	Hátralévõ
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_INFO_2	Lehetõségek: %d
GUILD_WHITE_DRAGON_LAIR_UI_BROKEN_EGG_TOOLTIP	Ha %d Lángoló sárkánytojás megsemmisül, a kazamata teljesítése sikertelen.
GUILD_WHITE_DRAGON_LAIR_UI_FLYING_FLMAE_BREATH_TOOLTIP	Ha a pecsét 100%%-a megsemmisül, Balathor rád veti halálos tekintetét. (Pecsét jelenlegi gyengülése: %d%%)
GUILD_WHITE_DRAGON_LAIR_UI_HIDDEN_BOSS_NAME_TOOLTIP	Balathor
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_NAME_TOOLTIP	Tûzkocsi
GUILD_WHITE_DRAGON_LAIR_UI_SINGIJEON_TOOLTIP	Ha betöltésre kerül 8 nyíl, Balathor pikkelypáncélja megsemmisíthetõ lesz. A Tûznyilak az Õsi jégkristályokból szerezhetõk. Jelenleg betöltve: %d
GUILD_WITHDRAW	Visszavonás
GUILD_YOU_DO_NOT_JOIN	Nem tartozol céhhez.
HACK_USER_MESSAGE	Ez a funkció nem elérhetõ, mert csaló programot észleltünk.
HORSE_HEALTH0	Halott
HORSE_HEALTH1	Éhezõ
HORSE_HEALTH2	Éhes
HORSE_HEALTH3	Tele
HORSE_LEVEL1	Normál ló
HORSE_LEVEL2	Csataló
HORSE_LEVEL3	Katonai ló
HORSE_LEVEL4	Hatalmas hadiló
HOUR	ó
HOW_MANY_ITEM_DO_YOU_DROP1	Szeretnéd ezt: %s eldobni?
HOW_MANY_ITEM_DO_YOU_DROP2	Szeretnél %s %d eldobni?
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	Átvittél %d Fagylaltgombócot az új rendezvény menübe.
ICECREAM_EVENT_GET_SCOOP	Kaptál egy Fagylaltgombócot.
ICECREAM_EVENT_SCOOP_MAX_COUNT	Nem kaphatsz több Fagylaltgombócot.
INPUT_MATRIX_CARD_NUMBER	Mátrix térképszám beadás
INPUT_MATRIX_CARD_TITLE	Mátrix térkép
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Törlõ kód beadása a felhasználó kezelõbõl
INPUT_PRIVATE_CODE_DIALOG_TITLE	Karakter törlés
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Nem kombinálható tekercs.
INVENTORY_REALLY_USE_ITEM	Tárgy használata ezen a tárgyon?
INVENTORY_REALLY_USE_ITEM2	Valóban használni akarod ezt a tárgyat?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Tényleg be akarod helyezni házikedvenced a Szállító dobozba?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Ki akarod nyitni a Szállító dobozt?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Meg akarod etetni ezt: %s ezzel: %s?
IS_NOT_PET_CHANGE_ITEM	Ez nem egy Kedvenc megbûvölõ tárgy.
IS_NOT_PET_ITEM	Ez nem egy házikedvenc.
ITEM_CANNOT_REFINE	Ez a tárgy nem fejleszthetõ.
ITEM_TOOLTIP_DESC_GEM_BAG_DEFAULT	Használat után feltöltheted legfeljebb 9.999 Gayával. | 30 nap után eltûnnek.\nA Gaya táska átadható.
ITEM_TOOLTIP_DESC_GEM_BAG_HAVE_GEM	Gaya táska (%d Gaya, átadható). \nHa kinyitod a Gaya táskát, %d Gayát kapsz.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD	Amiért a nyertes csapatnak szurkoltál, kapsz egy Gaya sporttáskát.\nNem átadható.
ITEM_TOOLTIP_DESC_GEM_BAG_REWARD_HAVE_GEM	Gaya sporttáska (%d Gaya, nem átadható). \nHa kinyitod a Gaya sporttáskát, %d Gayát kapsz.
JOB_ASSASSIN	Nindzsa
JOB_ASSASSIN0	Nincs
JOB_ASSASSIN1	Tõr-nindzsa
JOB_ASSASSIN2	Íjász-nindzsa
JOB_SHAMAN	Sámán
JOB_SHAMAN0	Nincs
JOB_SHAMAN1	Sárkány sámán
JOB_SHAMAN2	Gyógyító sámán
JOB_SURA	Sura
JOB_SURA0	Nincs
JOB_SURA1	Fegyveres sura
JOB_SURA2	Mágikus sura
JOB_WARRIOR	Harcos
JOB_WARRIOR0	Nincs
JOB_WARRIOR1	Testi harcos
JOB_WARRIOR2	Mentális harcos
JOB_WOLFMAN	Vérfarkas
JOB_WOLFMAN0	Amatõr vérfarkas
JOB_WOLFMAN1	Ösztön
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Kilépés mentés nélkül?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] itt nincs engedélyezve!
KEYCHANGE_SAVE_EXIT	Mentés és kilépés?
KEY_0	ö
KEY_0_LALT	ALT + ö
KEY_0_LCONTROL	CTRL + ö
KEY_0_LSHIFT	SHIFT + ö
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	ó
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	LE
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	0
KEY_GRAVE_LALT	ALT + 0
KEY_GRAVE_LCONTROL	CTRL + 0
KEY_GRAVE_LSHIFT	SHIFT + 0
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	BAL
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	JOBB
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	SZÓKÖZ
KEY_SUBTRACT	-
KEY_SYSRQ	PRNTSCR
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	FEL
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Z
KEY_Y_LALT	ALT + Z
KEY_Y_LCONTROL	CTRL + Z
KEY_Y_LSHIFT	SHIFT + Z
KEY_Z	Y
KEY_Z_LALT	ALT + Y
KEY_Z_LCONTROL	CTRL + Y
KEY_Z_LSHIFT	SHIFT + Y
LEADER_NAME	Vezetõ neve
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Kiléptél a céhbõl.
LEFT_SEAT	[AFK]
LEFT_SEAT_IMPOSSIBLE_ACTION	A játékos jelenleg AFK.
LEFT_SEAT_LOGOUT	Kijelentkeztetésre kerültél, mert lejárt az AFK idõd.
LEFT_SEAT_LOGOUT_WAIT_TIME_TOOLTIP	Ha a karaktered AFK-ként kerül megjelölésre, AFK-ban marad, míg a kiválasztott idõ le nem jár, majd pedig kijelentkezik.
LEFT_SEAT_RELEASE_ASK	AFK-nak lettél megjelölve. Szeretnél ismét aktív lenni?
LEFT_SEAT_STATE_OFF	Ismét aktív vagy.
LEFT_SEAT_STATE_ON	AFK-nak lettél megjelölve.
LEFT_SEAT_WAIT_TIME_TOOLTIP	Ha a kiválasztott idõtartamig inaktív vagy, az [AFK] betûk jelennek meg a karakterneved alatt.
LEFT_TIME	Maradék idõ
LEFT_TIME_LESS_THAN_1_MIN	<1 perc
LIMIT_LEVEL_GUILD	Céh szint: %d
LOGIN_CONNECT_FAILURE	Hiba a szerver kapcsolatban.
LOGIN_CONNECT_SUCCESS	A szerver kapcsolat létrejött.
LOGIN_CONNETING	Kérjük, várj. Kapcsolódás a szerverhez...
LOGIN_FAILURE_ALREAY	A felhasználói fiókod már csatlakoztatva van.
LOGIN_FAILURE_BACKEND_ERR	Hiba történt. Kérjük, lépj kapcsolatba a Támogatással.
LOGIN_FAILURE_BE_SAME_KEY	Bejelentkezési probléma
LOGIN_FAILURE_BLOCK_ID	Ez a felhasználói fiók zárolva lett.
LOGIN_FAILURE_BLOCK_LOGIN	Lezárt szerver: Kérlek válassz egyet a többi szerver közül!
LOGIN_FAILURE_COUNTRY_ERR	Az országkód helytelen.\nKérjük, lépj kapcsolatba a Támogatással.
LOGIN_FAILURE_INTEGRTING	A felhasználói fiókod jelenleg átvitel alatt áll. \nKérjük, próbáld újra néhány perc múlva.
LOGIN_FAILURE_IOVATION_ERR	Kérjük, aktiváld a kétlépcsõs azonosítást a szerverhez való hozzáféréshez.
LOGIN_FAILURE_NOBILL	Ennek a felhasználói fióknak nincs játékideje.
LOGIN_FAILURE_NOT_AVAIL	Ez a felhasználói fiók nem elérhetõ.
LOGIN_FAILURE_NOT_EXIST_ID	Hibás Felhasználónév vagy Jelszó.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Meg kell erõsítened a fiókod email címét.
LOGIN_FAILURE_REPAIR_ID	Ezen a felhasználói fiókon tárgyak lettek helyreállítva.
LOGIN_FAILURE_SAMELOGIN	Valaki kapcsolódott a felhasználói fiókodhoz.
LOGIN_FAILURE_SERVER_CLOSED	Lezárt szerver: csak a lezárás elõtt létrehozott fiókok léphetnek be. Kérjük, válassz egy másik szervert.
LOGIN_FAILURE_SERVER_GRADE	Sajnos ennek a fióknak nincs hozzáférése ehhez az exkluzív szerverhez.
LOGIN_FAILURE_SHUTDOWN	A szerver még nem nyílt meg.
LOGIN_FAILURE_STEAM_SESSION	Új regisztráció és áthozott Metin2 fiók elõtt le van zárva.
LOGIN_FAILURE_TNT_SESSION	A klienst nem sikerült megnyitni. Kérjük, nyisd meg újra a játék-indítót, és jelentkezz be!
LOGIN_FAILURE_TOO_MANY_USER	Nem csatlakozhatsz, mert túl sokan játszanak.
LOGIN_FAILURE_UNKNOWN	Ismeretlen okból nem tudsz bejelentkezni.
LOGIN_FAILURE_WEB_BLOCK	Le lettél tiltva a web oldalon. Ellenõrizd leveleidet.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Rossz számot adtál meg.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Háromszor adtál meg helytelen számot. A kapcsolat lezáródik.
LOGIN_FAILURE_WRONG_PASSWORD	Hibás Felhasználónév vagy Jelszó.
LOGIN_INPUT_ID	Add meg az ID-t.
LOGIN_INPUT_PASSWORD	Add meg a jelszót.
LOGIN_PROCESSING	Bejelentkezés folyamatban...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	Ezt nem nyithatod meg itt.
LOOTING_TICKET_DURATION	Hátralévõ idõ: %s
LUCKY_BOX_DIALOG_RECV_TEXT	Szeretnéd elfogadni a tárgyat?
LUCKY_BOX_DIALOG_RETRY_TEXT	Szeretnél újra szerencsét próbálni?
MAILBOX_FAIL_USE_TIME_LIMIT	A Postaláda tartalma épp frissül. Kérjük, próbáld újra késõbb.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Nincs üzeneted
MAILBOX_POST_ALL_DELETE_QUESTION1	Összes üzenet törlése?
MAILBOX_POST_ALL_DELETE_QUESTION2	A küldeménnyel rendelkezõ üzenetek nem lesznek törölve.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Nincs küldeménnyel rendelkezõ üzenet a postaládádban.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Küldemény átvétele? (5% adó levonásra kerül a Yangból)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Az üzenet nem törölhetõ. Kérlek, elõbb fogadd el a küldeményt.
MAILBOX_POST_DELETE_QUESTION	Biztosan törölni szeretnéd ezt az üzenetet?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Nem tudod átvenni a tárgyakat. Megtelt a leltárad.
MAILBOX_POST_GET_ITEMS_QUESTION	Küldemény átvétele? (5% adó levonásra kerül a Yangból)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Nem lehet nálad több Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Nem lehet nálad több Yang.
MAILBOX_POST_GM_ARRIVE	GM Üzenet
MAILBOX_POST_NOT_CONFIRM_INFO_1	Olvasatlan üzenetek: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Küldemény nélkül: %d / Küldeménnyel: %d
MAILBOX_POST_READ_BLOCK	Biztosan blokkolni szeretnéd %s-t?
MAILBOX_POST_WRITE_ALREADY_ITEM	Üzenetenként csak egy tárgyat küldhetsz.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Válaszd szét a halomba rakott tárgyakat a leltáradban, mielõtt az üzenetedhez csatolnád.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Ismeretlen címzett. Az üzenet nem küldhetõ el.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	A címzett postaládája tele van. Az üzenet nem küldhetõ el.
MAILBOX_POST_WRITE_LEVEL_LIMIT	20-as szinttõl kezdve küldhetsz üzeneteket.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Nincs elég Yangod az üzenet elküldéséhez.
MAILBOX_POST_WRITE_NAME_CHECK	Erõsítsd meg a címzettet a Címzett ellenõrzése gombra kattintva.
MAILBOX_POST_WRITE_NAME_EMPTY	Add meg a címzettet.
MAILBOX_POST_WRITE_OK	Az üzenet sikeresen elküldve.
MAILBOX_POST_WRITE_QUESTION1	Szeretnéd elküldeni az üzenetet %s részére?
MAILBOX_POST_WRITE_QUESTION2	Kézbesítési díj: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Adj meg egy címzettet.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Írd be a tárgyat.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Vagyon
MAILBOX_POST_WRITE_WRONG_ITEM	Nem küldhetsz el lélekhez csatolt tárgyakat.
MAILBOX_POST_WRITE_WRONG_MESSAGE	Az üzenet nem megengedett szavakat tartalmaz.
MAILBOX_POST_WRITE_WRONG_TITLE	A tárgy nem megengedett szavakat tartalmaz.
MALL_CANNOT_INSERT	Nem tudod elhelyezni a tárgyat.
MALL_PASSWORD_DESC1	Kérjük, írd be a jelszót
MALL_PASSWORD_DESC2	a Tárgypiac raktár megnyitásához.
MALL_PASSWORD_TITLE	Jelszó
MAP_12ZI_STAGE	Zodiákus templom
MAP_A1	Yongan-terület
MAP_A2	Seungryong-völgy
MAP_A2_1	
MAP_A3	Yayang Terület
MAP_AG	Jungrang
MAP_B1	Joan-terület
MAP_B2	Imji Völgy
MAP_B3	Bokjung-terület
MAP_BATTLEARENA_01	Kastélyharc
MAP_BATTLEARENA_02	Kastélyharc
MAP_BATTLEARENA_03	Kastélyharc
MAP_BATTLE_FIELD	Harci övezet
MAP_BATTLE_ROYALE	Battle Royale
MAP_BAY	Nefrit-öböl
MAP_BAYBLACKSAND	Nefrit-öböl
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	MV: Az Elvarázsolt erdõ
MAP_BOSS_AWAKEN_FLAME	MV: Vörös sárkány-erõd
MAP_BOSS_AWAKEN_SKIPIA	MV: A Számûzött barlangja
MAP_BOSS_AWAKEN_SNOW	MV: Nemere õrtornya
MAP_BOSS_CRACK_DAWNMIST	IH: Az Elvarázsolt erdõ
MAP_BOSS_CRACK_FLAME	IH: Vörös sárkány-erõd
MAP_BOSS_CRACK_SKIPIA	IH: A Számûzött barlangja
MAP_BOSS_CRACK_SNOW	IH: Nemere õrtornya
MAP_BOSS_LABYRINTH	Illúziók fennsíkja
MAP_C1	Pyungmoo-terület
MAP_C2	Bangsan Völgy
MAP_C3	Bakra-terület
MAP_CAPE	Sárkánytûz-fok
MAP_CAPEDRAGONHEAD	Sárkánytûz-fok
MAP_CG	Imha
MAP_CZ_DUNGEON	Zodiákus templom
MAP_DAWN	Gautama-szikla
MAP_DAWNMISTWOOD	Gautama-szikla
MAP_DAWNMIST_DUNGEON_01	Elvarázsolt erdõ
MAP_DEFENSE_WAVE	Hajó megvédése
MAP_DEFENSE_WAVE_PORT	Kikötõ
MAP_DESERT	Yongbi sivatag
MAP_DEVILCATACOMB	Az Ördög Katakombája
MAP_DEVILTOWER1	Démon-torony
MAP_DUEL	Gyakorlóharc aréna
MAP_E	Kolónia
MAP_EASTPLAIN_01	Dong Gwang síkság
MAP_EASTPLAIN_02	Seo Gwang pusztaság
MAP_EASTPLAIN_03	Nam Gwang szakadék
MAP_ELEMENTAL_DUNGEON	Elementálok birodalma
MAP_ELEMENTAL_DUNGEON_DARK	Elementálok birodalma (sötétség)
MAP_ELEMENTAL_DUNGEON_ELECTRICITY	Elementálok birodalma (villám)
MAP_ELEMENTAL_DUNGEON_FIRE	Elementálok birodalma (tûz)
MAP_EMPIRECASTLE	Elhagyatott erõd
MAP_EMPIREWAR01	Kastélyharc
MAP_EMPIREWAR02	Kastélyharc
MAP_EMPIREWAR03	Kastélyharc
MAP_FARMING_DUNGEON	Titokzatos kazamata
MAP_FLAME	Doyyumhwan
MAP_GOLDEN_LAND	Aranyföld bejárat
MAP_GOLDEN_LAND_STAGE	Aranyföld
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_BATTLE	Céh harc zóna
MAP_GUILD_BATTLE_AREA	Céh harc zóna
MAP_GUILD_BATTLE_BASE	Céh elõõrs
MAP_GUILD_BATTLE_OUTPOST	Céh elõõrs
MAP_GUILD_PVE	Sárkánykirály palotája
MAP_GUILD_SUMMON	Kihívás indítása
MAP_HOLYPLACE_DESERT	Sivatagi terület, birodalmi csata
MAP_HOLYPLACE_FLAME	Tûzföld, birodalmi csata
MAP_HOLYPLACE_ICE	Jégföld, birodalmi csata
MAP_ICE_CRYSTALS_CAVE	Északszél kanyon
MAP_INDEX_GREEDY_CAVE	Mohóság mélysége
MAP_INDEX_GREEDY_ROOM	Mohóság szíve
MAP_INDEX_GUILD_RED_DRAGON_PASS	Meley barlangja
MAP_INDEX_GUILD_WHITE_DRAGON	Balathor kriptája
MAP_INDEX_GUILD_WHITE_DRAGON_PASS	Balathor kriptája
MAP_MAZE_DUNGEON_01	Gnoll barlang 1. szint
MAP_MAZE_DUNGEON_02	Gnoll barlang 2. szint
MAP_MAZE_DUNGEON_03	Gnoll barlang 3. szint
MAP_MILGYO	Hwang templom
MAP_MILGYO_A	
MAP_MINIBOSS_01	Kék kazamata – 40-80. szint
MAP_MINIBOSS_02	Vörös kazamata – 81. szinttõl
MAP_MISTS_OF_ISLAND	Köd szigete
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MOONLIGHT_VALLEY	Holdárnyék völgy
MAP_MOONLIGHT_VALLEY_BOOS_ROOM	Komor fennsík
MAP_MT_THUNDER	Mennydörgés-hegység
MAP_MT_TH_DUNGEON_01	Az Ochao temploma
MAP_NUSLUCK	Óriások Földje
MAP_NUSLUCK01	Óriások földje
MAP_N_DESERT_01	Yongbi sivatag
MAP_N_DESERT_02	
MAP_N_FLAME_01	Tûzföld
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Meley barlangja
MAP_N_FLAME_DUNGEON_01	Vörös sárkány-erõd
MAP_N_SNOWM_01	Sohan-hegy
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Nemere õrtornya
MAP_N_THREEWAY	Seungryong-völgy
MAP_OTHER_WORLD_01	Megváltás
MAP_OTHER_WORLD_02	Túlvilág
MAP_OTHER_WORLD_03	Próbatételek terme
MAP_OTHER_WORLD_04	Kárhozat
MAP_OXEVENT	OX-verseny
MAP_PATHWAY_DESERT_01	Sivatagi terület, birodalmi csata
MAP_PATHWAY_DESERT_02	Sivatagi terület, birodalmi csata
MAP_PATHWAY_DESERT_03	Sivatagi terület, birodalmi csata
MAP_PATHWAY_FLAME_01	Tûzföld, birodalmi csata
MAP_PATHWAY_FLAME_02	Tûzföld, birodalmi csata
MAP_PATHWAY_FLAME_03	Tûzföld, birodalmi csata
MAP_PATHWAY_ICE_01	Jégföld, birodalmi csata
MAP_PATHWAY_ICE_02	Játéktér
MAP_PATHWAY_ICE_03	Jégföld, birodalmi csata
MAP_PRIVATE_SHOP_MAP	Bazár
MAP_PVP_ARENA	PvP aréna
MAP_SECRET_DUNGEON	Enigma templom
MAP_SKELTOWER	Gumsan torony
MAP_SKIPIA_DUNGEON_01	A Számûzött barlangja
